"","X.1","X","metabolite","feature_id","compound_superclass","molecular_formula","adduct","precursor_formula","npc_number_pathway","npc_number_pathway_probability","npc_number_superclass","npc_number_superclass_probability","npc_number_class","npc_number_class_probability","classy_fire_number_most_specific_class","classy_fire_number_most_specific_class_probability","gnps_cosine_score","gnps_mz_error_ppm","gnps_compound_name","gnps_compound_class","gnps_compound_subclass","coraldb_cosine_score","coraldb_mz_error_ppm","coraldb_compound_family","coraldb_compound_superclass","coraldb_compound_class","exact_mass","database","clusterIndex","refined_origin","compound_class","coraldb_compound_name","display_class","XGBoost_Importance","RandomForest_Importance","scler_ubiquity","non_scler_ubiquity","pepmass.x","RT","fatty_acid","compound_name","pepmass.y","LipidClass","total_ubiquity"
"50",50,50,"x19338_803_61074_9_096",19338,"Unknown","C42H82N4O10","[M + H]+","C42H82N4O10","Unknown",0.719397664070129,"Unknown",0.69893491268158,"Unknown",0.245070144534111,"Unknown",0.780320942401886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Symbiont","Unknown",NA,"Unknown",0,0,97.196261682243,52.2058823529412,NA,NA,NA,NA,NA,NA,86.2676056338028
"51",51,51,"x2564_490_37454_2_528",2564,"Diacylglyceryl-carboxyhydroxymethylcholines","C26H51NO7","[M + H]+","C26H51NO7","Fatty acids",0.896108031272888,"Glycerophospholipids",0.961980760097504,"Unknown",0.204339638352394,"Unknown",0.53302937746048,NA,NA,NA,NA,NA,0.971496,1.55583,"Betaine Lipid","Diacylglyceryl-carboxyhydroxymethylcholines","Lyso-DGCC",490.373754,"Niarox",21331,"Symbiont","Lyso-DGCC","Lyso-DGCC(16:0) [M+H]+","Other",0,0,91.588785046729,63.9705882352941,NA,NA,NA,NA,NA,NA,84.8591549295775
"52",52,52,"x28984_794_65144_12_988",28984,"Hexosylceramides","C45H89NO8","[M + Na]+","C45H89NO8","Fatty acids",0.998910307884216,"Sphingolipids",0.999855041503906,"Neutral glycosphingolipids",0.999853134155273,"Unknown",0.660602450370789,NA,NA,NA,NA,NA,0.947048,4.30124,"Neutral Glycosphingolipids","Hexosylceramides","HexCer",794.648,"Niarox",100676,"Both","HexCer","HexCer(39:0;O2) [M+Na]+","Other",0,2.69637712669749e-05,99.0654205607477,68.3823529411765,NA,NA,NA,NA,NA,NA,91.5492957746479
"53",53,53,"x19255_518_49318_9_043",19255,"Sphingolipids","C34H63NO2","[M + H]+","C34H63NO2","Fatty acids",0.982185781002045,"Sphingolipids",0.916143655776978,"Ceramides",0.884093701839447,"Unknown",0.758224010467529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Host","Ceramides",NA,"Ceramides",0,0.000636720750623169,100,72.0588235294118,NA,NA,NA,NA,NA,NA,93.1338028169014
"54",54,54,"x14243_429_37252_6_962",14243,"Meroterpenoids","C29H48O2","[M + H]+","C29H48O2","Terpenoids",0.999839663505554,"Meroterpenoids",0.999771296977997,"Prenyl quinone meroterpenoids",1,"Vitamin E compounds",0.999987483024597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both","TQ/THQs",NA,"TQ/THQs",0,0,100,100,NA,NA,NA,NA,NA,NA,100
"55",55,55,"x17948_659_51273_8_479",17948,"Ceramide aminoethylphosphonates","C38H66N4O5","[M + H]+","C38H66N4O5","Fatty acids",0.994789958000183,"Sphingolipids",0.997404277324676,"Ceramides",0.987929105758667,"Ceramides",0.999964952468872,NA,NA,NA,NA,NA,0.919427,0.555275,"Phosphoshingolipids","Ceramide aminoethylphosphonates","CAEP",644.5173,"KARP",127423,"Host","CAEP","CAEP(34:2;O3) [M+H]+","Other",0,3.70513956807154e-05,99.5327102803738,73.5294117647059,NA,NA,NA,NA,NA,NA,93.3098591549296
"56",56,56,"x20369_752_56752_9_622",20369,"Sphingolipids","C43H77NO9","[M + H]+","C43H77NO9","Fatty acids",0.997107326984406,"Sphingolipids",0.998015761375427,"Neutral glycosphingolipids",0.999459207057953,"Unknown",0.727127611637115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Symbiont","Neutral GSL",NA,"Neutral GSL",0,0,91.588785046729,50,NA,NA,NA,NA,NA,NA,81.5140845070423
"57",57,57,"x3324_613_35251_3_024",3324,"Carotenoids (C40)","C39H48O6","[M + H]+","C39H48O6","Terpenoids",0.995954632759094,"Carotenoids (C40)",0.867906391620636,"Carotenoids (C40, Î²-Î²)",0.978421151638031,"Unknown",0.673795402050018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Symbiont","Carotenoids",NA,"Carotenoids",0,0,86.4485981308411,48.5294117647059,NA,NA,NA,NA,NA,NA,77.2887323943662
"58",58,58,"x27743_798_64507_12_659",27743,"Sphingolipids","C43H90N3O6P","[M + Na]+","C43H90N3O6P","Fatty acids",0.999832034111023,"Sphingolipids",0.999798715114594,"Phosphosphingolipids",0.99638307094574,"Phosphosphingolipids",0.999672174453735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both","Phosphosphingolipids",NA,"Phosphosphingolipids",0,2.92280599951415e-05,100,82.3529411764706,NA,NA,NA,NA,798.6451,"PC",95.5985915492958
"59",59,59,"x14250_795_50188_6_967",14250,"Carotenoids (C40)","C54H66O5","[M + H]+","C54H66O5","Terpenoids",0.930818200111389,"Carotenoids (C40)",0.932210922241211,"Unknown",0.121193714439869,"Unknown",0.715490520000458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both","Unknown",NA,"Unknown",0,0,92.7570093457944,67.6470588235294,NA,NA,NA,NA,NA,NA,86.6197183098592
"60",60,60,"x14249_790_54653_6_965",14249,"Monogalactosyldiacylglycerol","C43H77NO10","[M + Na]+","C43H77NO10","Fatty acids",0.999835014343262,"Glycerolipids",0.910368919372559,"Unknown",0.2330242395401,"Unknown",0.694668233394623,NA,NA,NA,NA,NA,0.919736,0.154413,"Galactolipid","Monogalactosyldiacylglycerol","MGDG",790.5464,"Niarox",62811,"Symbiont","MGDG","MGDG(18:3/18:4) [M+NH4]+","MGDG",0,0,93.9252336448598,62.5,NA,NA,NA,NA,NA,NA,86.2676056338028
"61",61,61,"x40077_924_80245_16_253",40077,"Triacylglycerols","C59H105NO6","[M + H]+","C59H105NO6","Fatty acids",0.998087704181671,"Unknown",0.511814832687378,"Unknown",0.826220214366913,"Unknown",0.710491001605988,NA,NA,NA,NA,NA,0.794451,3.23391,"Glycerolipid","Triacylglycerols","Triacylglycerols",924.80035,"Niarox",117149,"Both","TAG","TAG(16:0/18:0/22:6) [M+NH4]+","TAG",0,0.0023785803794616,84.1121495327103,0,924.80245,16.253,"22:6","TAG(16:0/18:0/22:6) [M+NH4]+",NA,NA,63.3802816901408
"62",62,62,"x40629_876_80182_16_545",40629,"Triacylglycerols","C53H107NO6","[M + Na]+","C53H107NO6","Fatty acids",0.99925309419632,"Glycerolipids",0.995207607746124,"Triacylglycerols",0.999879360198975,"Triacylglycerols",0.991515874862671,NA,NA,NA,NA,NA,0.757266,2.36678,"Glycerolipid","Triacylglycerols","Triacylglycerols",876.79976,"Niarox",118165,"Both","TAG","TAG(16:0/18:0/18:2) [M+NH4]+","TAG",0,0.00326497782125876,83.8785046728972,0,876.80182,16.545,"16:0","TAG(16:0/18:0/18:2) [M+NH4]+",NA,NA,63.2042253521127
"63",63,63,"x38869_820_73925_15_735",38869,"Triacylglycerols","C47H93N7O4","[M + H]+","C47H93N7O4","Fatty acids",0.987910985946655,"Unknown",0.698159158229828,"Unknown",0.457155615091324,"Unknown",0.55316835641861,NA,NA,NA,NA,NA,0.872357,2.15662,"Glycerolipid","Triacylglycerols","Triacylglycerols",820.73756,"Niarox",114935,"Both","TAG","TAG(14:0/16:1/18:1) / TAG(14:0/16:0/18:2) [M+NH4]+","TAG",0,0.000539461607381904,81.0747663551402,0.735294117647059,820.73925,15.735,"14:0","TAG(14:0/16:1/18:1) / TAG(14:0/16:0/18:2) [M+NH4]+",NA,NA,61.2676056338028
"64",64,64,"x477_792_36432_1_079",477,"Unknown","C45H45N9O5","[M + H]+","C45H45N9O5","Amino acids and Peptides",0.924788534641266,"Unknown",0.473600715398789,"Unknown",0.302555739879608,"Unknown",0.685201823711395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown",0,0,0,2.94117647058824,NA,NA,NA,NA,NA,NA,0.704225352112676
"65",65,65,"x10280_950_58444_5_376",10280,"Digalactosyldiacylglycerol","C48H87NO15S","[M + H]+","C48H87NO15S","Fatty acids",0.99910306930542,"Glycerolipids",0.985286474227905,"Glycosyldiacylglycerols",0.912972748279572,"Unknown",0.612463533878326,NA,NA,NA,NA,NA,0.917957,0.963121,"Galactolipid","Digalactosyldiacylglycerol","DGDG",950.5835,"Niarox",50913,"Symbiont","DGDG","DGDG(18:4/18:4) [M+NH4]+","Other",0,0,95.5607476635514,48.5294117647059,NA,NA,NA,NA,NA,NA,84.1549295774648
"66",66,66,"x2706_632_46525_2_607",2706,"Oligopeptides","C36H61N3O6","[M + H]+","C36H61N3O6","Polyketides",0.972466289997101,"Oligopeptides",0.888938426971436,"Depsipeptides",0.925826966762543,"Unknown",0.516845703125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Depsipeptides",NA,"Other",0,0,0,2.20588235294118,NA,NA,NA,NA,NA,NA,0.528169014084507
"67",67,67,"x3140_504_34195_2_931",3140,"Glycerophospholipids","C24H52NO6P","[M + Na]+","C24H52NO6P","Fatty acids",0.999994516372681,"Glycerophospholipids",0.999314665794373,"Glycerophosphocholines",0.996299803256988,"Glycerophosphocholines",0.989992082118988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Host","Glycerophosphocholines",NA,"Glycerophosphocholines",0,0,100,77.9411764705882,NA,NA,NA,NA,NA,NA,94.7183098591549
"68",68,68,"x12078_788_53169_6_065",12078,"Monogalactosyldiacylglycerol","C43H75NO10","[M + Na]+","C43H75NO10","Fatty acids",0.999417781829834,"Unknown",0.733853697776794,"Unknown",0.185295015573502,"Unknown",0.778679370880127,NA,NA,NA,NA,NA,0.928077,1.23846,"Galactolipid","Monogalactosyldiacylglycerol","MGDG",788.5307,"Niarox",56345,"Symbiont","MGDG","MGDG(18:4/18:4) [M+NH4]+","MGDG",0,0,93.9252336448598,66.1764705882353,NA,NA,NA,NA,NA,NA,87.1478873239437
"69",69,69,"x13260_788_5318_6_561",13260,"Monogalactosyldiacylglycerol","C43H75NO10","[M + Na]+","C43H75NO10","Fatty acids",0.999853730201721,"Unknown",0.693579137325287,"Unknown",0.0182196535170078,"Unknown",0.53144770860672,NA,NA,NA,NA,NA,0.88631,1.39327,"Galactolipid","Monogalactosyldiacylglycerol","MGDG",788.5307,"Niarox",60100,"Symbiont","MGDG","MGDG(18:3/18:5) [M+NH4]+","MGDG",0,0,86.214953271028,41.9117647058824,NA,NA,NA,NA,NA,NA,75.3521126760563
"70",70,70,"x12856_1076_63704_6_418",12856,"Oligopeptides","C47H81N17O12","[M + H]+","C47H81N17O12","Amino acids and Peptides",0.996453881263733,"Oligopeptides",0.950148165225983,"Unknown",0.602616667747498,"Unknown",0.845601618289948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown",0,0,0,2.94117647058824,NA,NA,NA,NA,NA,NA,0.704225352112676
"71",71,71,"x10276_955_53874_5_375",10276,"Unknown","C60H74O10","[M + H]+","C60H74O10","Terpenoids",0.982299625873566,"Unknown",0.271928131580353,"Unknown",0.1394422352314,"Triterpenoids",0.949979066848755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Symbiont","Unknown",NA,"Unknown",0,0.000426644055314983,97.4299065420561,50.7352941176471,NA,NA,NA,NA,NA,NA,86.0915492957747
"72",72,72,"x1946_535_32114_1_996",1946,"Carotenoids (C40)","C37H42O3","[M + H]+","C37H42O3","Terpenoids",0.997258067131042,"Carotenoids (C40)",0.995859324932098,"Unknown",0.838050305843353,"Cyclohexenones",0.886058211326599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Symbiont","Unknown",NA,"Unknown",0,0,87.6168224299065,44.1176470588235,NA,NA,NA,NA,NA,NA,77.112676056338
"73",73,73,"x23929_538_5197_11_565",23929,"Sphingolipids","C34H67NO3","[M + H]+","C34H67NO3","Fatty acids",0.99975198507309,"Sphingolipids",0.998747825622559,"Ceramides",0.998471796512604,"Ceramides",0.999948859214783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both","Ceramides",NA,"Ceramides",0,0,99.0654205607477,96.3235294117647,NA,NA,NA,NA,NA,NA,98.4154929577465
"74",74,74,"x11341_326_3418_5_741",11341,"Unknown","C21H43NO","[M + H]+","C21H43NO","Unknown",0.840077757835388,"Unknown",0.697982490062714,"Unknown",0.088712602853775,"Long-chain alkyl amine oxides",0.892890393733978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both","Unknown",NA,"Unknown",0,0,100,100,326.3418,5.741,"O-16:0",NA,NA,NA,100
"75",75,75,"x22869_771_59779_10_97",22869,"Oligopeptides","C43H80N4O6","[M + Na]+","C43H80N4O6","Amino acids and Peptides",0.856738269329071,"Oligopeptides",0.935707449913025,"Unknown",0.388968259096146,"Alpha amino acids and derivatives",0.990633606910706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Host","Glycerophosphocholines",NA,"Glycerophosphocholines",0,0,95.5607476635514,80.8823529411765,NA,NA,NA,NA,771.5978,"PC",91.9014084507042
"76",76,76,"x24151_840_5744_11_638",24151,"Phosphatidylglyceroserines","C46H82NO10P","[M + H]+","C46H82NO10P","Fatty acids",0.999998211860657,"Glycerophospholipids",0.999993324279785,"Glycerophosphoserines",1,"Phosphatidylserines",0.99999988079071,NA,NA,NA,NA,NA,0.991189,0.58089,"Phospholipid","Phosphatidylglyceroserines","PS (diacyl)",840.5749,"KARP",151682,"Both","PS (diacyl)","PS(40:4) [M+H]+","Other",0,0,97.196261682243,55.1470588235294,NA,NA,NA,NA,NA,NA,86.9718309859155
"77",77,77,"x38830_794_72361_15_716",38830,"Triacylglycerols","C45H91N7O4","[M + H]+","C45H91N7O4","Fatty acids",0.953500688076019,"Unknown",0.437724381685257,"Unknown",0.0805020108819008,"Unknown",0.505403220653534,NA,NA,NA,NA,NA,0.871392,1.92002,"Glycerolipid","Triacylglycerols","Triacylglycerols",794.72205,"Niarox",115005,"Both","TAG","TAG(14:0/16:0/16:1) / TAG(14:0/14:0/18:1) [M+NH4]+","TAG",0,0.000412291402901109,81.0747663551402,0,794.72361,15.716,"14:0","TAG(14:0/16:0/16:1) / TAG(14:0/14:0/18:1) [M+NH4]+",NA,NA,61.0915492957746
"78",78,78,"x12075_793_48626_6_064",12075,"Carotenoids (C40)","C54H64O5","[M + H]+","C54H64O5","Terpenoids",0.997123301029205,"Carotenoids (C40)",0.986646175384522,"Unknown",0.230348333716393,"Prenol lipids",0.998293459415436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Symbiont","Unknown",NA,"Unknown",0,0,97.6635514018692,74.2647058823529,NA,NA,NA,NA,NA,NA,91.9014084507042
"79",79,79,"x4561_1173_45097_3_497",4561,"Unknown","C66H70O18","[M + Na]+","C66H70O18","Unknown",0.45001882314682,"Unknown",0.509344696998596,"Unknown",0.449135303497314,"Unknown",0.53779798746109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Symbiont","Unknown",NA,"Unknown",0,0,85.2803738317757,41.9117647058824,NA,NA,NA,NA,NA,NA,74.8239436619718
"80",80,80,"x36894_892_7385_14_972",36894,"Triacylglycerols","C16H10F8I2N2O8S4","[M + H]+","C16H10F8I2N2O8S4","Alkaloids",0.998694479465485,"Unknown",0.739377617835999,"Unknown",0.0988751873373985,"Unknown",0.516438782215118,NA,NA,NA,NA,NA,0.866283,0.888791,"Glycerolipid","Triacylglycerols","Triacylglycerols",994.78465,"Niarox",112125,"Both","TAG","TAG(18:1/22:6/22:6) [M+NH4]+","TAG",0,0.000277859181245939,81.0747663551402,0.735294117647059,892.7385,14.972,"20:5","TAG(18:1/22:6/22:6) [M+NH4]+",NA,NA,61.2676056338028
"81",81,81,"x10553_974_58457_5_456",10553,"Digalactosyldiacylglycerol","C53H83NO15","[M + H]+","C53H83NO15","Fatty acids",0.927651405334473,"Glycerolipids",0.867586612701416,"Unknown",0.761675775051117,"Unknown",0.668284952640533,NA,NA,NA,NA,NA,0.961878,0.939404,"Galactolipid","Digalactosyldiacylglycerol","DGDG",974.5837,"Niarox",51433,"Symbiont","DGDG","DGDG(18:5/20:5) [M+NH4]+","Other",0,0,90.8878504672897,38.9705882352941,NA,NA,NA,NA,NA,NA,78.3450704225352
"82",82,82,"x15467_816_56257_7_483",15467,"Monogalactosyldiacylglycerol","C47H77NO10","[M + H]+","C47H77NO10","Fatty acids",0.980702698230743,"Unknown",0.69050145149231,"Unknown",0.0475450567901134,"Unknown",0.752252042293549,NA,NA,NA,NA,NA,0.912944,0.747465,"Galactolipid","Monogalactosyldiacylglycerol","MGDG",816.562,"Niarox",65980,"Symbiont","MGDG","MGDG(18:3/20:5 ) [M+NH4]+","MGDG",0,0.000120957594376936,97.196261682243,59.5588235294118,NA,NA,NA,NA,NA,NA,88.0281690140845
"83",83,83,"x22799_790_57142_10_937",22799,"Oligopeptides","C43H75N5O8","[M + H]+","C43H75N5O8","Amino acids and Peptides",0.992226958274841,"Oligopeptides",0.978181064128876,"Unknown",0.24632465839386,"Peptides",0.890842437744141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Host","Unknown",NA,"Unknown",0,0,98.3644859813084,86.7647058823529,NA,NA,NA,NA,NA,NA,95.4225352112676
"84",84,84,"x21530_758_56998_10_226",21530,"Glycerophospholipids","C42H80NO8P","[M + H]+","C42H80NO8P","Fatty acids",0.999950408935547,"Glycerophospholipids",0.999653816223144,"Glycerophosphocholines",0.992815613746643,"Phosphatidylcholines",0.970041573047638,0.93382,2.6552,"Spectral Match to 1-Palmitoyl-2-linoleoyl-sn-glycero-3-phosphocholine from NIST14","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,"Both","Glycerophosphocholines",NA,"Glycerophosphocholines",0,1.57157835052763e-05,98.1308411214953,91.9117647058823,NA,NA,NA,NA,758.57,"PC",96.4788732394366
"85",85,85,"x18452_780_55417_8_663",18452,"Glycerophospholipids","C44H78NO8P","[M + H]+","C44H78NO8P","Fatty acids",0.999979376792908,"Glycerophospholipids",0.999540686607361,"Glycerophosphocholines",0.997776925563812,"Phosphatidylcholines",0.936282277107239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both","Glycerophosphocholines",NA,"Glycerophosphocholines",0,0,95.3271028037383,91.1764705882353,NA,NA,NA,NA,780.5542,"PC",94.1901408450704
"86",86,86,"x12355_952_60054_6_16",12355,"Digalactosyldiacylglycerol","C50H83N5O11","[M + Na]+","C50H83N5O11","Fatty acids",0.999599874019623,"Glycerolipids",0.967708706855774,"Unknown",0.479992002248764,"Unknown",0.620048820972443,NA,NA,NA,NA,NA,0.936345,1.40959,"Galactolipid","Digalactosyldiacylglycerol","DGDG",952.5992,"Niarox",57463,"Symbiont","DGDG","DGDG(18:3/18:4) [M+NH4]+","Other",0,0,90.8878504672897,52.2058823529412,NA,NA,NA,NA,NA,NA,81.5140845070423
"87",87,87,"x24359_782_60661_11_724",24359,"Glycerophospholipids","C45H84NO7P","[M + H]+","C45H84NO7P","Fatty acids",0.999981641769409,"Glycerophospholipids",0.99929416179657,"Glycerophosphocholines",0.999771416187286,"Unknown",0.748279988765717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Host","PC(alkyl)","PC(O-37:4) [M+H]+","PC(alkyl)",0,0,94.8598130841121,91.1764705882353,NA,NA,NA,NA,782.6066,"PC",93.8380281690141
"88",88,88,"x37322_946_7834_15_12",37322,"Triacylglycerols","C59H105NO6","[M + Na]+","C59H105NO6","Fatty acids",0.997680187225342,"Unknown",0.542906165122986,"Triacylglycerols",0.974911987781525,"N-acyl amines",0.97853672504425,NA,NA,NA,NA,NA,0.822362,0.644658,"Glycerolipid","Triacylglycerols","Triacylglycerols",946.78402,"Niarox",114013,"Both","TAG","TAG(16:0/20:3/22:6) / (16:0/20:4/22:5) [M+NH4]+","TAG",0,0,82.4766355140187,8.82352941176471,946.7834,15.12,"22:6","TAG(16:0/20:3/22:6) / (16:0/20:4/22:5) [M+NH4]+",NA,NA,64.2605633802817
"89",89,89,"x23841_932_62245_11_539",23841,"Phosphatidylglyceroinositols","C51H85N3O12","[M + H]+","C51H85N3O12","Polyketides",0.876544415950775,"Unknown",0.499118566513062,"Unknown",0.57756495475769,"Unknown",0.556153118610382,NA,NA,NA,NA,NA,0.844002,0.196334,"Phospholipid","Phosphatidylglyceroinositols","PI (diacyl)",932.6223,"Niarox",88428,"Host","PI (diacyl)","PI(18:0/22:4) [M+NH4]+","Other",0,0.00425870666213742,97.8971962616822,61.0294117647059,NA,NA,NA,NA,NA,NA,88.9084507042253
"90",90,90,"x10550_979_53805_5_455",10550,"Unknown","C62H74O10","[M + H]+","C62H74O10","Terpenoids",0.988402664661408,"Unknown",0.104525603353977,"Unknown",0.0886703878641129,"Triterpenoids",0.969223916530609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Symbiont","Unknown",NA,"Unknown",0,0,92.9906542056075,39.7058823529412,NA,NA,NA,NA,NA,NA,80.1056338028169
"91",91,91,"x37491_896_76901_15_186",37491,"Triacylglycerols","C55H103NO6","[M + Na]+","C55H103NO6","Fatty acids",0.999935626983643,"Unknown",0.781102418899536,"Unknown",0.840988218784332,"N-acyl amines",0.988730609416962,NA,NA,NA,NA,NA,0.737289,0.476428,"Glycerolipid","Triacylglycerols","Triacylglycerols",896.76853,"Niarox",114684,"Both","TAG","TAG(16:0/16:0/22:6) [M+NH4]+","TAG",0,0.00032296924520679,100,93.3823529411765,896.76901,15.186,"22:6","TAG(16:0/16:0/22:6) [M+NH4]+",NA,NA,98.2394366197183
"92",92,92,"x12285_812_53136_6_135",12285,"Monogalactosyldiacylglycerol","C47H73NO10","[M + H]+","C47H73NO10","Polyketides",0.87692129611969,"Unknown",0.641415357589722,"Unknown",0.120402969419956,"Unknown",0.640827655792236,NA,NA,NA,NA,NA,0.962418,0.676056,"Galactolipid","Monogalactosyldiacylglycerol","MGDG",812.5308,"Niarox",56637,"Symbiont","MGDG","MGDG(18:5/20:5) [M+NH4]+","MGDG",0,0,85.5140186915888,36.7647058823529,NA,NA,NA,NA,NA,NA,73.7676056338028
"93",93,93,"x6084_532_3736_3_947",6084,"Glycerophospholipids","C26H56NO6P","[M + Na]+","C26H56NO6P","Fatty acids",0.99998676776886,"Glycerophospholipids",0.999600112438202,"Glycerophosphocholines",0.998271107673645,"Glycerophosphocholines",0.960107028484344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Host","Glycerophosphocholines",NA,"Glycerophosphocholines",0,0,100,82.3529411764706,NA,NA,NA,NA,NA,NA,95.7746478873239
"94",94,94,"x15475_821_51709_7_482",15475,"Carotenoids (C40)","C56H68O5","[M + H]+","C56H68O5","Terpenoids",0.908934831619263,"Carotenoids (C40)",0.948211193084717,"Unknown",0.183520868420601,"Unknown",0.73699426651001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Symbiont","Unknown",NA,"Unknown",0,0,91.3551401869159,45.5882352941176,NA,NA,NA,NA,NA,NA,80.2816901408451
"95",95,95,"x12377_957_55469_6_169",12377,"Unknown","C60H76O10","[M + H]+","C60H76O10","Terpenoids",0.982864260673523,"Unknown",0.469308823347092,"Unknown",0.171031087636948,"Triterpenoids",0.887883722782135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Symbiont","Unknown",NA,"Unknown",0,0,94.1588785046729,56.6176470588235,NA,NA,NA,NA,NA,NA,85.0352112676056
"96",96,96,"x9512_675_67612_5_084",9512,"Fatty amides","C44H86N2O2","[M + H]+","C44H86N2O2","Fatty acids",0.991852819919586,"Fatty amides",0.955848336219788,"N-acyl amines",0.944941878318787,"N-acyl amines",0.994988322257996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Symbiont","N-acyl amines",NA,"N-acyl amines",0,0,0,0,NA,NA,NA,NA,NA,NA,0
"97",97,97,"x36625_866_72386_14_846",36625,"Triacylglycerols","C53H97NO6","[M + Na]+","C53H97NO6","Fatty acids",0.999951601028442,"Glycerolipids",0.986546754837036,"Triacylglycerols",0.996089458465576,"Triacylglycerols",0.996914625167847,NA,NA,NA,NA,NA,0.700902,2.88725,"Glycerolipid","Triacylglycerols","Triacylglycerols",866.72138,"Niarox",110343,"Both","TAG","TAG(16:1/18:3/18:3) [M+NH4]+","TAG",0,0,80.607476635514,1.47058823529412,866.72386,14.846,"22:6","TAG(16:1/18:3/18:3) [M+NH4]+",NA,NA,61.0915492957746
"98",98,98,"x23921_520_50907_11_562",23921,"Sphingolipids","C34H65NO2","[M + H]+","C34H65NO2","Fatty acids",0.999576985836029,"Sphingolipids",0.997613430023193,"Ceramides",0.997917115688324,"Ceramides",0.998362481594086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both","Ceramides",NA,"Ceramides",0,0,99.0654205607477,90.4411764705882,NA,NA,NA,NA,NA,NA,97.0070422535211
"99",99,99,"x10482_767_72307_5_437",10482,"Unknown","C47H94N2O5","[M + H]+","C47H94N2O5","Fatty acids",0.852077007293701,"Unknown",0.207058519124985,"Unknown",0.316734164953232,"Amino acids and derivatives",0.992179751396179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown",NA,"Unknown",0,0,0,2.94117647058824,767.72307,5.437,"20:1",NA,NA,NA,0.704225352112676
"100",100,100,"x11436_981_55344_5_786",11436,"Unknown","C46H76N8O15","[M + H]+","C46H76N8O15","Unknown",0.26469349861145,"Unknown",0.203463867306709,"Unknown",0.221297189593315,"Unknown",0.520757853984833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Symbiont","Unknown",NA,"Unknown",0,0,94.1588785046729,52.9411764705882,NA,NA,NA,NA,NA,NA,84.1549295774648
