metabolite,pepmass,RT,fatty_acid,feature_id,compound_class,compound_name,molecular_formula,adduct,precursor_formula,npc_number_pathway,npc_number_pathway_probability,npc_number_superclass,npc_number_superclass_probability,npc_number_class,npc_number_class_probability,classy_fire_number_most_specific_class,classy_fire_number_most_specific_class_probability,gnps_cosine_score,gnps_mz_error_ppm,gnps_compound_name,gnps_compound_class,gnps_compound_subclass,coraldb_compound_family,coraldb_compound_superclass,coraldb_compound_class,coraldb_compound_name
x36195_738_66123_14_743,738.66123,14.743,14:0,36195,Triacylglycerols,TAG(12:0/14:0/16:1) / TAG(12:0/14:1/16:0) / TAG(10:0/16:0/16:1) [M+NH4]+,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,Glycerolipid,Triacylglycerols,Triacylglycerols,TAG(12:0/14:0/16:1) / TAG(12:0/14:1/16:0) / TAG(10:0/16:0/16:1) [M+NH4]+
x35350_790_69172_14_469,790.69172,14.469,14:0,35350,Triacylglycerols,TAG(14:0/16:1/16:2) [M+NH4]+,C47H93NO6,[M + Na]+,C47H93NO6,Fatty acids,0.9995504021644592,Glycerolipids,0.9736908674240112,Triacylglycerols,0.9864396452903748,Unknown,0.635891854763031,NA,NA,NA,NA,NA,Glycerolipid,Triacylglycerols,Triacylglycerols,TAG(14:0/16:1/16:2) [M+NH4]+
x36153_766_69146_14_734,766.69146,14.734,14:0,36153,Triacylglycerols,TAG(14:0/14:0/16:1) [M+NH4]+,C43H87N7O4,[M + H]+,C43H87N7O4,Fatty acids,0.8722700476646423,Unknown,0.19883747398853305,Unknown,0.06746068596839905,Unknown,0.5412127375602722,NA,NA,NA,NA,NA,Glycerolipid,Triacylglycerols,Triacylglycerols,TAG(14:0/14:0/16:1) [M+NH4]+
x36211_712_64567_14_744,712.64567,14.744,14:0,36211,Triacylglycerols,TAG(12:0/14:0/14:0) [M+NH4]+,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,Glycerolipid,Triacylglycerols,Triacylglycerols,TAG(12:0/14:0/14:0) [M+NH4]+
x36173_740_67585_14_735,740.67585,14.735,14:0,36173,Triacylglycerols,TAG(14:0/14:0/14:0) [M+NH4]+,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,Glycerolipid,Triacylglycerols,Triacylglycerols,TAG(14:0/14:0/14:0) [M+NH4]+
x36292_792_70748_14_778,792.70748,14.778,14:0,36292,Triacylglycerols,TAG(14:0/16:1/16:1) / TAG(14:0/14:0/18:2) [M+NH4]+,C47H95NO6,[M + Na]+,C47H95NO6,Fatty acids,0.9997286200523376,Glycerolipids,0.988597333431244,Triacylglycerols,0.9967183470726012,Triacylglycerols,0.9772776365280152,NA,NA,NA,NA,NA,Glycerolipid,Triacylglycerols,Triacylglycerols,TAG(14:0/16:1/16:1) / TAG(14:0/14:0/18:2) [M+NH4]+
x3824_316_32132_3_236,316.32132,3.236,14:0,3824,Unknown,NA,C19H41NO2,[M + H]+,C19H41NO2,Fatty acids,0.991554081439972,Unknown,0.7408674955368042,Unknown,0.6618567705154419,"1,2-aminoalcohols",0.8537805080413818,NA,NA,NA,NA,NA,NA,NA,NA,NA
x34276_710_6297_14_209,710.6297,14.209,14:0,34276,Unknown,NA,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
x34047_788_67709_14_1,788.67709,14.1,14:0,34047,Unknown,NA,C49H89NO6,[M + H]+,C49H89NO6,Fatty acids,0.9973605275154114,Unknown,0.6342211961746216,Unknown,0.7647942900657654,N-acyl amines,0.9137929081916808,NA,NA,NA,NA,NA,NA,NA,NA,NA
x39029_808_77631_15_792,808.77631,15.792,14:0,39029,Triacylglycerols,NA,C51H98O5,[M + H3N + H]+,C51H101NO5,Fatty acids,0.9996849298477172,Glycerolipids,0.9994962215423584,Triacylglycerols,0.9994887113571168,Triacylglycerols,0.9720635414123536,NA,NA,NA,NA,NA,NA,NA,NA,NA
x34428_712_64537_14_245,712.64537,14.245,14:0,34428,Triacylglycerols,TAG(12:0/14:0/14:0) [M+NH4]+,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,Glycerolipid,Triacylglycerols,Triacylglycerols,TAG(12:0/14:0/14:0) [M+NH4]+
x21669_630_50796_10_315,630.50796,10.315,14:0,21669,Unknown,NA,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
x34743_764_67632_14_323,764.67632,14.323,14:0,34743,Triacylglycerols,TAG(14:0/14:0/16:2) / (12:0/16:0/16:2) [M+NH4]+,C47H89NO6,[M + H]+,C47H89NO6,Fatty acids,0.9992228746414183,Glycerolipids,0.9898514747619628,Triacylglycerols,0.9996339082717896,Triacylglycerols,0.9970917701721193,NA,NA,NA,NA,NA,Glycerolipid,Triacylglycerols,Triacylglycerols,TAG(14:0/14:0/16:2) / (12:0/16:0/16:2) [M+NH4]+
x38242_780_70833_15_476,780.70833,15.476,14:0,38242,Unknown,NA,C14H12I4N2O4,[M + H]+,C14H12I4N2O4,Unknown,0.6781889200210571,Small peptides,0.8578525185585022,Unknown,0.552890419960022,Unknown,0.7104223966598511,NA,NA,NA,NA,NA,NA,NA,NA,NA
x12395_452_35157_6_187,452.35157,6.187,14:0,12395,Unknown,NA,C30H45NO2,[M + H]+,C30H45NO2,Unknown,0.5603600740432739,Unknown,0.34130504727363586,Unknown,0.4211167097091675,Unknown,0.7442737817764282,NA,NA,NA,NA,NA,NA,NA,NA,NA
x34568_738_66107_14_276,738.66107,14.276,14:0,34568,Triacylglycerols,TAG(12:0/14:0/16:1) / TAG(12:0/14:1/16:0) / TAG(10:0/16:0/16:1) [M+NH4]+,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,Glycerolipid,Triacylglycerols,Triacylglycerols,TAG(12:0/14:0/16:1) / TAG(12:0/14:1/16:0) / TAG(10:0/16:0/16:1) [M+NH4]+
x26410_616_56642_12_334,616.56642,12.334,14:0,26410,Unknown,NA,C40H73NO3,[M + H]+,C40H73NO3,Fatty acids,0.984906792640686,Unknown,0.7238919138908386,Unknown,0.6154646873474121,N-acyl amines,0.9117761850357056,NA,NA,NA,NA,NA,NA,NA,NA,NA
x34204_684_61583_14_171,684.61583,14.171,14:0,34204,Unknown,NA,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
x5208_330_33679_3_691,330.33679,3.691,14:0,5208,Unknown,NA,C20H43NO2,[M + H]+,C20H43NO2,Fatty acids,0.9988064765930176,Unknown,0.8222464323043823,Unknown,0.20492351055145264,Unknown,0.6272478103637695,NA,NA,NA,NA,NA,NA,NA,NA,NA
x37578_828_74395_15_233,828.74395,15.233,14:0,37578,Unknown,NA,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
x38252_810_75471_15_538,810.75471,15.538,14:0,38252,Triacylglycerols,NA,C50H99NO6,[M + H]+,C50H99NO6,Fatty acids,0.999036431312561,Glycerolipids,0.9472678303718568,Triacylglycerols,0.995267927646637,Unknown,0.547029972076416,NA,NA,NA,NA,NA,NA,NA,NA,NA
x4631_511_37419_3_515,511.37419,3.515,14:0,4631,Unknown,NA,C28H50N2O6,[M + H]+,C28H50N2O6,Unknown,0.4470120370388031,Unknown,0.3122207820415497,Unknown,0.4902574419975281,Amino acids and derivatives,0.886044979095459,NA,NA,NA,NA,NA,NA,NA,NA,NA
x4098_314_30554_3_347,314.30554,3.347,14:0,4098,Unknown,NA,C19H39NO2,[M + H]+,C19H39NO2,Unknown,0.8497189283370972,Unknown,0.5298484563827515,Unknown,0.15725135803222656,Unknown,0.619819700717926,NA,NA,NA,NA,NA,NA,NA,NA,NA
x4028_416_30125_3_321,416.30125,3.321,14:0,4028,Unknown,NA,C22H41NO6,[M + H]+,C22H41NO6,Unknown,0.35448822379112244,Unknown,0.2066647857427597,Unknown,0.3772532045841217,Unknown,0.6399452090263367,NA,NA,NA,NA,NA,NA,NA,NA,NA
x37746_782_72212_15_293,782.72212,15.293,14:0,37746,Unknown,NA,C44H91N7O4,[M + H]+,C44H91N7O4,Fatty acids,0.9140575528144836,Unknown,0.1356346160173416,Unknown,0.20695751905441284,Unknown,0.6959962248802185,NA,NA,NA,NA,NA,NA,NA,NA,NA
x13681_391_33628_6_723,391.33628,6.723,14:0,13681,Unknown,NA,C29H42,[M + H]+,C29H42,Terpenoids,0.9974141120910645,Unknown,0.07703055441379547,Unknown,0.02763130329549312,Unknown,0.7415968775749207,NA,NA,NA,NA,NA,NA,NA,NA,NA
x20925_580_49296_9_91,580.49296,9.91,14:0,20925,Diacylglycerols,DAG(14:0/18:3) [M+NH4]+,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,Glycerolipid,Diacylglycerols,Diacylglycerols,DAG(14:0/18:3) [M+NH4]+
x38121_754_69326_15_437,754.69326,15.437,14:0,38121,Triacylglycerols,NA,C46H91NO6,[M + H]+,C46H91NO6,Fatty acids,0.9997716546058656,Glycerolipids,0.998277187347412,Triacylglycerols,0.999832272529602,Triacylglycerols,0.9992701411247252,NA,NA,NA,NA,NA,NA,NA,NA,NA
x4106_499_3757_3_35,499.3757,3.35,14:0,4106,Unknown,NA,C27H50N2O6,[M + H]+,C27H50N2O6,Unknown,0.8094836473464966,Unknown,0.5522708296775818,Unknown,0.40532445907592773,Unknown,0.7746094465255737,NA,NA,NA,NA,NA,NA,NA,NA,NA
x36840_794_72207_14_99,794.72207,14.99,14:0,36840,Triacylglycerols,TAG(14:0/16:0/16:1) / TAG(14:0/14:0/18:1) [M+NH4]+,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,Glycerolipid,Triacylglycerols,Triacylglycerols,TAG(14:0/16:0/16:1) / TAG(14:0/14:0/18:1) [M+NH4]+
x40938_1148_97752_16_726,1148.97752,16.726,14:0,40938,Triacylglycerols,NA,C71H131NO8,[M + Na]+,C71H131NO8,Fatty acids,0.9993465542793274,Unknown,0.33042848110198975,Triacylglycerols,0.8561814427375793,Unknown,0.6525881290435791,NA,NA,NA,NA,NA,NA,NA,NA,NA
x41327_1074_96491_17_039,1074.96491,17.039,14:0,41327,Triacylglycerols,NA,C67H127NO8,[M + H]+,C67H127NO8,Fatty acids,0.9996292591094972,Glycerolipids,0.9985170960426332,Triacylglycerols,0.99999737739563,Triacylglycerols,0.9999954700469972,NA,NA,NA,NA,NA,NA,NA,NA,NA
x6519_328_32138_4_097,328.32138,4.097,14:0,6519,Unknown,NA,C20H41NO2,[M + H]+,C20H41NO2,Fatty acids,0.8814877867698669,Fatty amides,0.8692132830619812,Unknown,0.4760517477989197,N-acyl amines,0.9423084855079652,NA,NA,NA,NA,NA,NA,NA,NA,NA
x41068_1098_96325_16_838,1098.96325,16.838,14:0,41068,Triacylglycerols,NA,C69H127NO8,[M + H]+,C69H127NO8,Fatty acids,0.9968520998954772,Unknown,0.8283824324607849,Triacylglycerols,0.9881845712661744,N-acyl amines,0.9843005537986756,NA,NA,NA,NA,NA,NA,NA,NA,NA
x37667_780_7068_15_271,780.7068,15.271,14:0,37667,Triacylglycerols,NA,C48H93NO6,[M + H]+,C48H93NO6,Fatty acids,0.9986966252326964,Unknown,0.8459813594818115,Triacylglycerols,0.9208430051803588,N-acyl amines,0.9260932207107544,NA,NA,NA,NA,NA,NA,NA,NA,NA
x27366_614_54959_12_594,614.54959,12.594,14:0,27366,Unknown,NA,C40H71NO3,[M + H]+,C40H71NO3,Fatty acids,0.9355329871177672,Unknown,0.2614687383174896,Unknown,0.10462025552988052,Unknown,0.8011114597320557,NA,NA,NA,NA,NA,NA,NA,NA,NA
x40421_1146_96127_16_426,1146.96127,16.426,14:0,40421,Unknown,NA,C38H19F21O9S4,[M + H]+,C38H19F21O9S4,Unknown,0.4922564923763275,Unknown,0.3936108648777008,Unknown,0.1250263899564743,Unknown,0.5042053461074829,NA,NA,NA,NA,NA,NA,NA,NA,NA
x41501_1102_99526_17_158,1102.99526,17.158,14:0,41501,Unknown,NA,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
x34031_762_66149_14_199,762.66149,14.199,14:0,34031,Triacylglycerols,TAG(12:0/14:0/18:3) / TAG(14:0/14:0/16:3) [M+NH4]+,C47H87NO6,[M + H]+,C47H87NO6,Fatty acids,0.9971922039985656,Unknown,0.5304113626480103,Unknown,0.5366241335868835,N-acyl amines,0.9398900270462036,NA,NA,NA,NA,NA,Glycerolipid,Triacylglycerols,Triacylglycerols,TAG(12:0/14:0/18:3) / TAG(14:0/14:0/16:3) [M+NH4]+
x36754_780_70808_14_971,780.70808,14.971,14:0,36754,Unknown,NA,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
x28570_738_62556_12_908,738.62556,12.908,14:0,28570,Unknown,NA,C44H83NO7,[M + H]+,C44H83NO7,Fatty acids,0.9856457114219666,Sphingolipids,0.9875528812408448,Unknown,0.29706159234046936,N-acyl amines,0.942265808582306,NA,NA,NA,NA,NA,NA,NA,NA,NA
x2606_382_29533_2_57,382.29533,2.57,14:0,2606,Unknown,NA,C22H39NO4,[M + H]+,C22H39NO4,Unknown,0.7704703211784363,Unknown,0.23477180302143097,Unknown,0.4442164897918701,Unknown,0.63822340965271,NA,NA,NA,NA,NA,NA,NA,NA,NA
x23731_586_5214_11_481,586.5214,11.481,14:0,23731,Unknown,NA,C38H67NO3,[M + H]+,C38H67NO3,Fatty acids,0.9809650778770448,Unknown,0.5737617015838623,Unknown,0.23148302733898163,N-acyl amines,0.988545835018158,NA,NA,NA,NA,NA,NA,NA,NA,NA
x8202_484_41591_4_603,484.41591,4.603,14:0,8202,Unknown,NA,C32H53NO2,[M + H]+,C32H53NO2,Unknown,0.7650749087333679,Unknown,0.8009911179542542,Unknown,0.39199844002723694,Unknown,0.6999388933181763,NA,NA,NA,NA,NA,NA,NA,NA,NA
x41618_1076_98308_17_372,1076.98308,17.372,14:0,41618,Triacylglycerols,NA,C67H129NO8,[M + H]+,C67H129NO8,Fatty acids,0.99983549118042,Glycerolipids,0.9994891881942748,Triacylglycerols,0.9999983310699464,Triacylglycerols,0.9999754428863524,NA,NA,NA,NA,NA,NA,NA,NA,NA
x40927_782_76171_16_727,782.76171,16.727,14:0,40927,Unknown,NA,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
x4686_326_30551_3_539,326.30551,3.539,14:0,4686,Unknown,NA,C20H39NO2,[M + H]+,C20H39NO2,Fatty acids,0.8669196963310242,Unknown,0.6762512922286987,Unknown,0.5823794007301331,"1,2-aminoalcohols",0.8686177134513855,NA,NA,NA,NA,NA,NA,NA,NA,NA
x24143_588_53511_11_655,588.53511,11.655,14:0,24143,Unknown,NA,C38H69NO3,[M + H]+,C38H69NO3,Fatty acids,0.972873330116272,Unknown,0.56433868408203125,Unknown,0.21277360618114471,Unknown,0.7264190316200256,NA,NA,NA,NA,NA,NA,NA,NA,NA
x4713_314_3052_3_499,314.3052,3.499,14:0,4713,Unknown,NA,C19H39NO2,[M + H]+,C19H39NO2,Unknown,0.7510433793067932,Unknown,0.8434604406356812,Unknown,0.4478428065776825,N-acyl amines,0.9226366877555848,NA,NA,NA,NA,NA,NA,NA,NA,NA
x31641_656_5845_13_609,656.5845,13.609,14:0,31641,Unknown,NA,C38H75N5O2,[M + Na]+,C38H75N5O2,Unknown,0.7215563654899597,Unknown,0.5205098986625671,Unknown,0.8389806747436523,N-acyl amines,0.9262046813964844,NA,NA,NA,NA,NA,NA,NA,NA,NA
x26420_642_58364_12_358,642.58364,12.358,14:0,26420,Unknown,NA,C42H75NO3,[M + H]+,C42H75NO3,Fatty acids,0.9981905817985536,Unknown,0.6888481378555298,Unknown,0.538344144821167,N-acyl amines,0.9888955354690552,NA,NA,NA,NA,NA,NA,NA,NA,NA
x5968_456_38482_3_914,456.38482,3.914,14:0,5968,Unknown,NA,C30H49NO2,[M + H]+,C30H49NO2,Terpenoids,0.9299365282058716,Unknown,0.8395252823829651,Unknown,0.8403705358505249,Unknown,0.7090803384780884,NA,NA,NA,NA,NA,NA,NA,NA,NA
x35588_740_65656_14_543,740.65656,14.543,14:0,35588,Unknown,NA,C48H85NO4,[M + H]+,C48H85NO4,Fatty acids,0.9878910779953004,Unknown,0.42010053992271423,Unknown,0.45910319685935974,Unknown,0.5138809084892273,NA,NA,NA,NA,NA,NA,NA,NA,NA
x34391_738_6409_14_209,738.6409,14.209,14:0,34391,Unknown,NA,C48H83NO4,[M + H]+,C48H83NO4,Unknown,0.8415698409080505,Unknown,0.5281943678855896,Unknown,0.38165536522865295,Unknown,0.5363547801971436,NA,NA,NA,NA,NA,NA,NA,NA,NA
x3884_336_28968_3_253,336.28968,3.253,14:0,3884,Unknown,NA,C21H37NO2,[M + H]+,C21H37NO2,Unknown,0.7727702260017395,Unknown,0.530264139175415,Unknown,0.15518182516098022,Unknown,0.7476646304130554,NA,NA,NA,NA,NA,NA,NA,NA,NA
x39087_782_76131_15_819,782.76131,15.819,14:0,39087,Unknown,NA,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
x31062_780_67594_13_46,780.67594,13.46,14:0,31062,Unknown,NA,C21H22Br6O2,[M + H]+,C21H22Br6O2,Unknown,0.34827500581741333,Unknown,0.2759585380554199,Unknown,0.8223947286605835,Aryl bromides,0.9493053555488586,NA,NA,NA,NA,NA,NA,NA,NA,NA
x36683_754_69205_14_946,754.69205,14.946,14:0,36683,Triacylglycerols,NA,C46H91NO6,[M + H]+,C46H91NO6,Fatty acids,0.9997811913490297,Glycerolipids,0.9976418018341064,Triacylglycerols,0.9998237490653992,Triacylglycerols,0.9967027306556702,NA,NA,NA,NA,NA,NA,NA,NA,NA
x21607_580_49238_10_294,580.49238,10.294,14:0,21607,Diacylglycerols,DAG(14:0/18:3) [M+NH4]+,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,Glycerolipid,Diacylglycerols,Diacylglycerols,DAG(14:0/18:3) [M+NH4]+
x7575_314_30543_4_5,314.30543,4.5,14:0,7575,Unknown,NA,C19H39NO2,[M + H]+,C19H39NO2,Fatty acids,0.8640233278274536,Unknown,0.7589439749717712,Unknown,0.15643355250358582,Alpha amino acids,0.9304813146591188,NA,NA,NA,NA,NA,NA,NA,NA,NA
x6348_406_3685_4_054,406.3685,4.054,14:0,6348,Unknown,NA,C26H47NO2,[M + H]+,C26H47NO2,Fatty acids,0.9893688559532166,Fatty amides,0.8804796934127808,Unknown,0.7236568331718445,N-acyl amines,0.9827197790145874,NA,NA,NA,NA,NA,NA,NA,NA,NA
x4082_326_30567_3_356,326.30567,3.356,14:0,4082,Unknown,NA,C20H39NO2,[M + H]+,C20H39NO2,Unknown,0.7999484539031982,Unknown,0.7729803323745728,Unknown,0.6649428009986877,Unknown,0.5554887056350708,NA,NA,NA,NA,NA,NA,NA,NA,NA
x33290_808_7044_13_945,808.7044,13.945,14:0,33290,Triacylglycerols,NA,C49H93NO7,[M + H]+,C49H93NO7,Fatty acids,0.9992565512657166,Glycerolipids,0.960954248905182,Triacylglycerols,0.9962789416313172,Triacylglycerols,0.983876883983612,NA,NA,NA,NA,NA,NA,NA,NA,NA
x4910_370_29619_3_609,370.29619,3.609,14:0,4910,Unknown,NA,C21H39NO4,[M + H]+,C21H39NO4,Unknown,0.7705837488174438,Unknown,0.28567513823509216,Unknown,0.16806809604167938,Unknown,0.8235070109367371,NA,NA,NA,NA,NA,NA,NA,NA,NA
x6761_340_32125_4_092,340.32125,4.092,14:0,6761,Unknown,NA,C21H41NO2,[M + H]+,C21H41NO2,Fatty acids,0.9132570028305054,Unknown,0.8077542781829834,Unknown,0.752895176410675,Unknown,0.681812584400177,NA,NA,NA,NA,NA,NA,NA,NA,NA
x19515_592_49562_9_172,592.49562,9.172,14:0,19515,Unknown,NA,C36H65NO5,[M + H]+,C36H65NO5,Unknown,0.6922013163566589,Unknown,0.28467077016830444,Unknown,0.13209795951843262,Unknown,0.6591161489486694,NA,NA,NA,NA,NA,NA,NA,NA,NA
x38095_796_73774_15_479,796.73774,15.479,14:0,38095,Triacylglycerols,TAG(14:0/16:0/16:0) [M+NH4]+,C23H12Cl4I2N2O2S,[M + Na]+,C23H12Cl4I2N2O2S,Alkaloids,0.9967473745346068,Unknown,0.7769509553909302,Pyrrole alkaloids,0.9337414503097534,Unknown,0.7686601281166077,NA,NA,NA,NA,NA,Glycerolipid,Triacylglycerols,Triacylglycerols,TAG(14:0/16:0/16:0) [M+NH4]+
x27381_542_51665_12_563,542.51665,12.563,14:0,27381,Unknown,NA,C33H67NO4,[M + H]+,C33H67NO4,Fatty acids,0.9730062484741212,Unknown,0.6262689232826233,Unknown,0.6516851186752319,N-acyl amines,0.9128664135932922,NA,NA,NA,NA,NA,NA,NA,NA,NA
x17030_649_5183_8_162,649.5183,8.162,14:0,17030,Unknown,NA,C39H64N6O2,[M + H]+,C39H64N6O2,Alkaloids,0.8811585307121277,Unknown,0.2242099940776825,Unknown,0.311932772397995,Unknown,0.7931644320487976,NA,NA,NA,NA,NA,NA,NA,NA,NA
x24430_542_51495_11_744,542.51495,11.744,14:0,24430,Unknown,NA,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
x16184_528_49987_7_752,528.49987,7.752,14:0,16184,Unknown,NA,C32H65NO4,[M + H]+,C32H65NO4,Fatty acids,0.9631175994873048,Unknown,0.44016793370246887,Unknown,0.48134616017341614,Unknown,0.7524961233139038,NA,NA,NA,NA,NA,NA,NA,NA,NA
x31231_810_65997_13_497,810.65997,13.497,14:0,31231,Triacylglycerols,TAG(12:0/18:3/18:4) [M+NH4]+,C49H89NO6,[M + Na]+,C49H89NO6,Fatty acids,0.9957646131515504,Unknown,0.4039488136768341,Unknown,0.43775948882102966,Unknown,0.5597805380821228,NA,NA,NA,NA,NA,Glycerolipid,Triacylglycerols,Triacylglycerols,TAG(12:0/18:3/18:4) [M+NH4]+
x1238_340_28439_1_552,340.28439,1.552,14:0,1238,Unknown,NA,C20H37NO3,[M + H]+,C20H37NO3,Fatty acids,0.9042922258377076,Unknown,0.5257429480552673,Unknown,0.2571399211883545,Unknown,0.575635552406311,NA,NA,NA,NA,NA,NA,NA,NA,NA
x7698_407_36701_4_428,407.36701,4.428,14:0,7698,Unknown,NA,C30H46,[M + H]+,C30H46,Terpenoids,0.9962169528007508,Unknown,0.6956942081451416,Unknown,0.11508136242628098,Unknown,0.5541766285896301,NA,NA,NA,NA,NA,NA,NA,NA,NA
x26151_670_56198_12_262,670.56198,12.262,14:0,26151,Unknown,NA,C39H75NO7,[M + H]+,C39H75NO7,Fatty acids,0.9987519979476928,Sphingolipids,0.9543590545654296,Unknown,0.1786479502916336,Unknown,0.5005409121513367,NA,NA,NA,NA,NA,NA,NA,NA,NA
x22925_632_52429_11_001,632.52429,11.001,14:0,22925,Diacylglycerols,DAG(18:1/18:4) / (18:2/18:3) [M+NH4]+,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,Glycerolipid,Diacylglycerols,Diacylglycerols,DAG(18:1/18:4) / (18:2/18:3) [M+NH4]+
x30471_658_57607_13_27,658.57607,13.27,14:0,30471,Unknown,NA,C42H75NO4,[M + H]+,C42H75NO4,Fatty acids,0.9805244207382202,Unknown,0.22999931871891025,Unknown,0.503304660320282,Unknown,0.6127718687057495,NA,NA,NA,NA,NA,NA,NA,NA,NA
x28920_628_55287_12_972,628.55287,12.972,14:0,28920,Unknown,NA,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
x19119_578_47704_8_96,578.47704,8.96,14:0,19119,Diacylglycerols,DAG(14:0/18:4) [M+NH4]+,NA,NA,NA,Unknown,NA,Unknown,NA,Unknown,NA,Unknown,NA,NA,NA,NA,NA,NA,Glycerolipid,Diacylglycerols,Diacylglycerols,DAG(14:0/18:4) [M+NH4]+
x26455_628_52794_12_345,628.52794,12.345,14:0,26455,Unknown,NA,C40H69NO4,[M + H]+,C40H69NO4,Fatty acids,0.8865999579429626,Unknown,0.6443948745727539,Unknown,0.38873985409736633,Unknown,0.6071308255195618,NA,NA,NA,NA,NA,NA,NA,NA,NA
x1380_420_27651_1_574,420.27651,1.574,14:0,1380,Unknown,NA,C24H37NO5,[M + H]+,C24H37NO5,Unknown,0.2624095678329468,Unknown,0.2205885350704193,Unknown,0.14941394329071045,Unknown,0.56280916929245,NA,NA,NA,NA,NA,NA,NA,NA,NA
x24407_528_49923_11_741,528.49923,11.741,14:0,24407,Unknown,NA,C32H65NO4,[M + H]+,C32H65NO4,Fatty acids,0.9932483434677124,Fatty amides,0.903039574623108,Unknown,0.8428450226783752,Unknown,0.6535881757736206,NA,NA,NA,NA,NA,NA,NA,NA,NA
x10372_460_415_5_458,460.415,5.458,14:0,10372,Unknown,NA,C30H53NO2,[M + H]+,C30H53NO2,Unknown,0.742409348487854,Unknown,0.8430219292640686,Unknown,0.05724567547440529,Unknown,0.5420757532119751,NA,NA,NA,NA,NA,NA,NA,NA,NA
x25252_600_53655_11_976,600.53655,11.976,14:0,25252,Unknown,NA,C39H69NO3,[M + H]+,C39H69NO3,Fatty acids,0.9993358254432678,Fatty amides,0.8938996195793152,Unknown,0.6262077689170837,N-acyl amines,0.9929969906806946,NA,NA,NA,NA,NA,NA,NA,NA,NA
x39282_1098_95936_15_924,1098.95936,15.924,14:0,39282,Triacylglycerols,NA,C69H127NO8,[M + H]+,C69H127NO8,Fatty acids,0.9914523363113404,Unknown,0.7006967067718506,Triacylglycerols,0.9961270689964294,Unknown,0.6264273524284363,NA,NA,NA,NA,NA,NA,NA,NA,NA
x28482_632_55908_12_843,632.55908,12.843,14:0,28482,Unknown,NA,C40H73NO4,[M + H]+,C40H73NO4,Fatty acids,0.9970839619636536,Unknown,0.7522149682044983,Unknown,0.7342334985733032,N-acyl-alpha amino acids,0.8863692879676819,NA,NA,NA,NA,NA,NA,NA,NA,NA
x39162_1166_93304_15_835,1166.93304,15.835,14:0,39162,Unknown,NA,C74H121N5O4,[M + Na]+,C74H121N5O4,Unknown,0.7523444294929504,Unknown,0.6618621945381165,Unknown,0.35272809863090515,Unknown,0.5603817701339722,NA,NA,NA,NA,NA,NA,NA,NA,NA
x26750_928_76471_12_41,928.76471,12.41,14:0,26750,Unknown,NA,C28H20I4O4,[M + H]+,C28H20I4O4,Shikimates and Phenylpropanoids,0.9710962176322936,Unknown,0.10930414497852324,Unknown,0.2925984561443329,Unknown,0.6337369680404663,NA,NA,NA,NA,NA,NA,NA,NA,NA
x38514_1114_90259_15_583,1114.90259,15.583,14:0,38514,Unknown,NA,C54H30Br4N4O4,[M + H]+,C54H30Br4N4O4,Unknown,0.8021129369735718,Unknown,0.5070092082023621,Unknown,0.38973507285118103,Unknown,0.6193851828575134,NA,NA,NA,NA,NA,NA,NA,NA,NA
