metabolite,feature_id,compound_superclass,molecular_formula,adduct,precursor_formula,npc_number_pathway,npc_number_pathway_probability,npc_number_superclass,npc_number_superclass_probability,npc_number_class,npc_number_class_probability,classy_fire_number_most_specific_class,classy_fire_number_most_specific_class_probability,gnps_cosine_score,gnps_mz_error_ppm,gnps_compound_name,gnps_compound_class,gnps_compound_subclass,coraldb_cosine_score,coraldb_mz_error_ppm,coraldb_compound_family,coraldb_compound_superclass,coraldb_compound_class,exact_mass,database,clusterIndex,refined_origin,compound_class,coraldb_compound_name
x398_711_29768_1_033,398,Unknown,C35H44BN5O7S,[M + Na]+,C35H44BN5O7S,Unknown,0.48637348413467407,Unknown,0.11302971839904784,Unknown,0.09334734082221983,Unknown,0.6925919055938721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x21280_745_59201_10_126,21280,Unknown,C51H78O2,[M + Na]+,C51H78O2,Terpenoids,0.9999778270721436,Unknown,0.4680185317993164,Unknown,0.1805750876665115,Unknown,0.6547695994377136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symbiont,Unknown,NA
x1523_580_30231_1_701,1523,Glycerophospholipids,C30H46NO8P,[M + H]+,C30H46NO8P,Fatty acids,0.9393365383148192,Glycerophospholipids,0.9395363330841064,Unknown,0.38823509216308594,Unknown,0.8230595588684082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,Unknown,NA
x5226_347_25746_3_696,5226,Unknown,C22H34O3,[M + H]+,C22H34O3,Fatty acids,0.867252767086029,Unknown,0.5931318402290344,Unknown,0.6753079295158386,Unknown,0.815269410610199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x1804_203_17942_1_867,1804,Sesquiterpenoids,C15H22,[M + H]+,C15H22,Terpenoids,0.9994186162948608,Sesquiterpenoids,0.9703021049499512,Unknown,0.1838102787733078,Unknown,0.7467041015625,0.880932,1.95261,"1-methyl-4-methylidene-7-(propan-2-yl)-1,2,3,3a,4,5,6,8a-octahydroazulen-1-ol",Prenol lipids,Sesquiterpenoids,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x17708_799_58395_8_434,17708,Glycerolipids,C52H78O6,[M + H]+,C52H78O6,Fatty acids,0.9707311391830444,Glycerolipids,0.9903150200843812,Triacylglycerols,0.9893208742141724,Triacylglycerols,0.9993114471435548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symbiont,Triacylglycerols,NA
x9474_570_47425_5_131,9474,Fatty esters,C33H63NO6,[M + H]+,C33H63NO6,Fatty acids,0.996484637260437,Fatty esters,0.9976824522018432,Fatty acyl carnitines,0.9372828006744384,Unknown,0.5985340476036072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symbiont,Fatty acyl carnitines,NA
x39547_1142_93075_16_031,39547,Unknown,C48H32O16S8,[M + Na]+,C48H32O16S8,Shikimates and Phenylpropanoids,0.9921086430549622,Unknown,0.6847434043884277,Unknown,0.02878949977457523,Arylsulfonic acids and derivatives,0.9448525905609132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symbiont,Unknown,NA
x12911_463_3783_6_417,12911,Unknown,C29H50O4,[M + H]+,C29H50O4,Unknown,0.7434585094451904,Unknown,0.6808701753616333,Unknown,0.3788716495037079,Unknown,0.6545372605323792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symbiont,Unknown,NA
x2573_384_293_2_421,2573,Fatty amides,C22H41NO2S,[M + H]+,C22H41NO2S,Fatty acids,0.9307458996772766,Fatty amides,0.8567605018615723,Unknown,0.5334857702255249,N-acyl amines,0.9204307794570924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,Unknown,NA
x5110_657_45433_3_686,5110,Carotenoids (C40),C43H60O5,[M + H]+,C43H60O5,Terpenoids,0.9998316764831544,Carotenoids (C40),0.9417803287506104,"Carotenoids (C40, Î²-Î²)",0.9813145995140076,Xanthophylls,0.8681602478027344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symbiont,"Carotenoids (C40, Î²-Î²)",NA
x32564_530_45819_13_77,32564,Unknown,C34H59NO3,[M + H]+,C34H59NO3,Fatty acids,0.9828346967697144,Unknown,0.4548541307449341,Unknown,0.6459318995475769,Unknown,0.5374891757965088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x18045_1385_05388_8_513,18045,Sphingolipids,C84H141N3O12,[M + H]+,C84H141N3O12,Fatty acids,0.8932369351387024,Sphingolipids,0.9588482975959778,Neutral glycosphingolipids,0.9669841527938844,Unknown,0.8191791772842407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,Neutral glycosphingolipids,NA
x29356_868_67229_13_086,29356,Oligopeptides,C46H87N9O5,[M + Na]+,C46H87N9O5,Amino acids and Peptides,0.92433762550354,Oligopeptides,0.9156866073608398,Unknown,0.4861379563808441,Unknown,0.6503844261169434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,Unknown,NA
x26803_1097_74582_12_399,26803,Unknown,C46H92N22O9,[M + H]+,C46H92N22O9,Unknown,0.7670413851737976,Unknown,0.7661074995994568,Unknown,0.24173910915851593,Peptides,0.9275768399238586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symbiont,Unknown,NA
x8507_802_56255_4_726,8507,Glycerophospholipids,C43H80NO10P,[M + H]+,C43H80NO10P,Fatty acids,0.9999556541442872,Glycerophospholipids,0.9999316930770874,Oxidized glycerophospholipids,0.9430065155029296,Phosphatidylcholines,0.9806846976280212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,Oxidized glycerophospholipids,NA
x195_429_42017_0_848,195,Unknown,C29H52N2,[M + H]+,C29H52N2,Alkaloids,0.9108805656433104,Unknown,0.20495568215847015,Steroidal alkaloids,0.9398664832115172,Buxus alkaloids,0.896800696849823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,Steroidal alkaloids,NA
x11140_644_44294_5_669,11140,Unknown,C34H57BN4O7,[M + H]+,C34H57BN4O7,Unknown,0.830981433391571,Unknown,0.5656182765960693,Unknown,0.15701451897621155,Unknown,0.507545530796051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x18308_718_53954_8_572,18308,Glycerophospholipids,C39H76NO8P,[M + H]+,C39H76NO8P,Fatty acids,0.9998871088027954,Glycerophospholipids,0.9999096393585204,Glycerophosphocholines,0.9948036074638368,Phosphatidylcholines,0.9705126881599426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symbiont,Glycerophosphocholines,NA
x5968_456_38482_3_914,5968,Unknown,C30H49NO2,[M + H]+,C30H49NO2,Terpenoids,0.9299365282058716,Unknown,0.8395252823829651,Unknown,0.8403705358505249,Unknown,0.7090803384780884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,Unknown,NA
x30607_886_53495_13_304,30607,Unknown,C49H75NO13,[M + H]+,C49H75NO13,Unknown,0.7751640677452087,Unknown,0.32974082231521606,Unknown,0.11831437051296234,Unknown,0.5408840179443359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,Unknown,NA
x4783_462_39539_3_581,4783,Unknown,C29H51NO3,[M + H]+,C29H51NO3,Unknown,0.7769985795021057,Unknown,0.42108601331710815,Unknown,0.09537211060523988,Unknown,0.8263521194458008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,Unknown,NA
x5017_607_27097_3_654,5017,Unknown,C23H42N8O7S2,[M + H]+,C23H42N8O7S2,Unknown,0.8318729996681213,Unknown,0.5875851511955261,Unknown,0.22872842848300937,Alpha amino acids and derivatives,0.9523149132728576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,Unknown,NA
x13243_588_49837_6_548,13243,Unknown,C33H69N3OS2,[M + H]+,C33H69N3OS2,Unknown,0.4199187755584717,Unknown,0.2259058952331543,Unknown,0.16943688690662384,Unknown,0.5754148960113525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x30239_684_6319_13_26,30239,Unknown,C45H81NO3,[M + H]+,C45H81NO3,Fatty acids,0.9923365712165833,Unknown,0.6472238898277283,Unknown,0.6276178956031799,N-acyl amines,0.9622449278831482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x18095_686_55707_8_533,18095,Unknown,C39H75NO8,[M + H]+,C39H75NO8,Fatty acids,0.9890776872634888,Unknown,0.7558127641677856,Unknown,0.32791563868522644,Unknown,0.6500587463378906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symbiont,Unknown,NA
x25647_529_38194_12_07,25647,Unknown,C29H54Cl2N4,[M + H]+,C29H54Cl2N4,Alkaloids,0.9586437344551086,Unknown,0.18012429773807526,Unknown,0.05137008801102638,Unknown,0.7222352027893066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x6598_616_43583_4_114,6598,Unknown,C38H59NO4,[M + Na]+,C38H59NO4,Fatty acids,0.9485918283462524,Unknown,0.11863211542367937,Unknown,0.25546592473983765,Unknown,0.573355495929718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x39520_1048_9446_16_011,39520,Glycerolipids,C65H125NO8,[M + H]+,C65H125NO8,Fatty acids,0.9989481568336488,Glycerolipids,0.8770424723625183,Triacylglycerols,0.9996091723442078,Triacylglycerols,0.9548513889312744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Triacylglycerols,NA
x33169_960_75512_13_891,33169,Unknown,C54H103N3O9,[M + Na]+,C54H103N3O9,Polyketides,0.9562945365905762,Unknown,0.13809151947498322,Unknown,0.05983991175889969,Unknown,0.5037438869476318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x24656_1063_58453_11_816,24656,Oligopeptides,C58H78N8O11,[M + H]+,C58H78N8O11,Amino acids and Peptides,0.9805224537849426,Oligopeptides,0.928361713886261,Unknown,0.8013782501220703,Unknown,0.514987051486969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x18055_520_50865_8_52,18055,Unknown,C34H65NO2,[M + H]+,C34H65NO2,Unknown,0.3550887107849121,Unknown,0.4173690974712372,Unknown,0.17870639264583588,Lipids and lipid-like molecules,0.9343661069869996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,Unknown,NA
x10558_509_40036_5_453,10558,Triterpenoids,C34H52O3,[M + H]+,C34H52O3,Terpenoids,0.9980441331863404,Triterpenoids,0.984914779663086,Unknown,0.5145576000213623,Triterpenoids,0.971124231815338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,Unknown,NA
x6694_427_35673_4_146,6694,Triterpenoids,C29H46O2,[M + H]+,C29H46O2,Terpenoids,0.9995105266571044,Triterpenoids,0.9658984541893004,Unknown,0.2868165373802185,Triterpenoids,0.928823709487915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x8195_403_33705_4_594,8195,Unknown,C30H42,[M + H]+,C30H42,Terpenoids,0.9846718907356262,Unknown,0.46091628074646,Unknown,0.1726052314043045,Prenol lipids,0.9149113297462464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,Unknown,NA
x8925_650_43772_4_858,8925,Glycerophospholipids,C33H64NO9P,[M + H]+,C33H64NO9P,Fatty acids,0.9998027682304382,Glycerophospholipids,0.9998877048492432,Unknown,0.3121766149997711,Unknown,0.8380038738250732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x22320_717_59203_10_629,22320,Sphingolipids,C40H81N2O6P,[M + H]+,C40H81N2O6P,Fatty acids,0.9997755885124208,Sphingolipids,0.9997265934944152,Phosphosphingolipids,0.995460569858551,Phosphosphingolipids,0.9995474219322203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,Phosphosphingolipids,NA
x12245_612_46165_6_071,12245,Unknown,C36H63NO5,[M + Na]+,C36H63NO5,Terpenoids,0.9699826836586,Unknown,0.5117449164390564,Unknown,0.6519731283187866,Unknown,0.6127511858940125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symbiont,Unknown,NA
x23791_834_60323_11_449,23791,Glycerophospholipids,C48H84NO8P,[M + H]+,C48H84NO8P,Fatty acids,0.9999432563781738,Glycerophospholipids,0.9998494386672974,Glycerophosphocholines,0.9991900324821472,Phosphatidylcholines,0.8732908368110657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Glycerophosphocholines,NA
x1328_477_26311_1_597,1328,Unknown,C28H38O5,[M + Na]+,C28H38O5,Unknown,0.8232831358909607,Unknown,0.5871289968490601,Unknown,0.08605485409498215,Unknown,0.5815547108650208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x30614_812_67696_13_345,30614,Glycerolipids,C49H91NO6,[M + Na]+,C49H91NO6,Fatty acids,0.99616074562072765,Glycerolipids,0.9508077502250672,Triacylglycerols,0.9997153878211976,Triacylglycerols,0.9887653589248656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Triacylglycerols,NA
x13042_710_59417_6_457,13042,Sphingolipids,C42H79NO7,[M + H]+,C42H79NO7,Fatty acids,0.998450756072998,Sphingolipids,0.9538246393203736,Neutral glycosphingolipids,0.9218089580535888,Unknown,0.6876426339149475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Neutral glycosphingolipids,NA
x23509_780_63846_11_46,23509,Diacylglyceryl-carboxyhydroxymethylcholines,C46H85NO8,[M + H]+,C46H85NO8,Fatty acids,0.9980255365371704,Unknown,0.10221654921770096,Unknown,0.6986036896705627,Phosphocholines,0.8857771158218384,NA,NA,NA,NA,NA,0.949836,5.00394,Betaine Lipid,Diacylglyceryl-carboxyhydroxymethylcholines,DGCC,780.634569,KARP,153063,Symbiont,DGCC,DGCC(36:2) [M+H]+
x3037_1241_53565_2_88,3037,Unknown,C70H80O20,[M + H]+,C70H80O20,Unknown,0.3078092336654663,Unknown,0.5316001772880554,Unknown,0.1694183498620987,Unknown,0.766261875629425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,Unknown,NA
x18929_932_63202_8_9,18929,Digalactosyldiacylglycerol,C50H85N5O11,[M + H]+,C50H85N5O11,Fatty acids,0.9984320998191832,Glycerolipids,0.9325019121170044,Glycosyldiacylglycerols,0.9555606245994568,Unknown,0.5970504879951477,NA,NA,NA,NA,NA,0.900281,1.6361,Galactolipid,Digalactosyldiacylglycerol,DGDG,932.6305,Niarox,76670,Symbiont,DGDG,DGDG(18:3/16:0) [M+NH4]+
x38336_729_7139_15_508,38336,Glycerolipids,C49H92O3,[M + H]+,C49H92O3,Fatty acids,0.9745757579803468,Glycerolipids,0.8631492853164673,Unknown,0.5970990061759949,Unknown,0.7200607061386108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x14267_830_58904_6_993,14267,Unknown,C50H81NO7,[M + Na]+,C50H81NO7,Unknown,0.7073144316673279,Unknown,0.7860225439071655,Unknown,0.1296994388103485,Fatty amides,0.8562811613082886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x4093_441_33752_3_367,4093,Steroids,C29H44O3,[M + H]+,C29H44O3,Terpenoids,0.9785456657409668,Steroids,0.9052723050117492,Unknown,0.7781274914741516,Unknown,0.5280840992927551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,Unknown,NA
x17160_544_54597_8_186,17160,Unknown,C37H69NO,[M + H]+,C37H69NO,Alkaloids,0.8980242609977722,Unknown,0.4890222847461701,Unknown,0.5731173157691956,Unknown,0.832550585269928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,Unknown,NA
x35565_963_67871_14_559,35565,Unknown,C42H82N20O6,[M + H]+,C42H82N20O6,Unknown,0.7796409726142883,Unknown,0.7592588663101196,Unknown,0.2859489619731903,Unknown,0.5857782363891602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symbiont,Unknown,NA
x1539_372_25176_1_715,1539,Unknown,C21H35NO3,[M + Na]+,C21H35NO3,Unknown,0.676778256893158,Unknown,0.5112695693969727,Unknown,0.36680418252944946,Unknown,0.5553930997848511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x12039_565_42686_6_057,12039,Unknown,C31H57N4O3P,[M + H]+,C31H57N4O3P,Unknown,0.1892722249031067,Unknown,0.2653001546859741,Unknown,0.0843615010380745,Unknown,0.675920307636261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,Unknown,NA
x37055_1103_75695_15_004,37055,Unknown,C70H102O10,[M + H]+,C70H102O10,Terpenoids,0.9856730699539183,Unknown,0.6703636646270752,Unknown,0.05131763592362404,Unknown,0.6998348236083984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x8321_382_33257_4_646,8321,Unknown,C23H43NO3,[M + H]+,C23H43NO3,Unknown,0.7372431755065918,Unknown,0.4854423999786377,Unknown,0.40868285298347473,Unknown,0.5051112174987793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,Unknown,NA
x7031_557_21988_4_272,7031,Unknown,C30H27FN8O,[M + Na]+,C30H27FN8O,Alkaloids,0.9977850914001464,Unknown,0.6615750789642334,Unknown,0.6282752156257629,Unknown,0.5422219634056091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symbiont,Unknown,NA
x11616_648_52073_5_845,11616,Unknown,C39H69NO6,[M + H]+,C39H69NO6,Fatty acids,0.9755950570106506,Unknown,0.8298061490058899,Unknown,0.7472014427185059,Unknown,0.6142193675041199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x22988_858_62489_11_087,22988,Glycerophospholipids,C47H88NO10P,[M + H]+,C47H88NO10P,Fatty acids,0.9999942779541016,Glycerophospholipids,0.9999815225601196,Unknown,0.8246191143989563,Phosphatidylethanolamines,0.9504354596138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x30291_732_59441_13_271,30291,Unknown,C48H77NO4,[M + H]+,C48H77NO4,Unknown,0.8239009976387024,Unknown,0.6977066397666931,Unknown,0.0728582888841629,Unknown,0.5309428572654724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x8750_829_50713_4_804,8750,Macrolides,C42H72N2O14,[M + H]+,C42H72N2O14,Polyketides,0.9081018567085266,Macrolides,0.8966888189315796,Unknown,0.6904422044754028,Unknown,0.7437325716018677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x33989_1073_7082_14_118,33989,Unknown,C54H102N2O17,[M + Na]+,C54H102N2O17,Unknown,0.5500536561012268,Unknown,0.1766986846923828,Unknown,0.32911136746406555,Unknown,0.6665058732032776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x35912_1009_83013_14_671,35912,Unknown,C62H104N8O3,[M + H]+,C62H104N8O3,Unknown,0.24834495782852173,Unknown,0.14811237156391144,Unknown,0.25399982929229736,Unknown,0.7235064506530762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x16775_796_58586_8_07,16775,Unknown,C52H73B2NO4,[M + H]+,C52H73B2NO4,Terpenoids,0.9087523221969604,Unknown,0.05433709546923637,Unknown,0.1534470021724701,Unknown,0.6226202249526978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,Unknown,NA
x32725_913_62438_13_836,32725,Unknown,C37H76N20O7,[M + H]+,C37H76N20O7,Unknown,0.545891523361206,Unknown,0.7170910239219666,Unknown,0.06614773720502853,Peptides,0.987809419631958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x24995_722_63072_11_913,24995,Unknown,C44H83NO6,[M + H]+,C44H83NO6,Fatty acids,0.9979557991027832,Unknown,0.214323490858078,Unknown,0.48099640011787415,Fatty acid esters,0.9832409024238586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x37390_1122_84759_15_157,37390,Oligopeptides,C55H107N15O9,[M + H]+,C55H107N15O9,Amino acids and Peptides,0.9710113406181335,Oligopeptides,0.9387838244438172,Unknown,0.32731950283050537,Unknown,0.6338180899620056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symbiont,Unknown,NA
x100_351_17903_0_704,100,Unknown,C17H28O6,[M + Na]+,C17H28O6,Unknown,0.8277141451835632,Unknown,0.3979563117027282,Unknown,0.23660443723201752,Unknown,0.6532915234565735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x31516_816_68383_13_582,31516,Glycerophospholipids,C47H94NO7P,[M + H]+,C47H94NO7P,Fatty acids,0.9999862909317015,Glycerophospholipids,0.999776303768158,Glycerophosphocholines,0.9999642372131348,Glycerophosphocholines,0.999779999256134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,Glycerophosphocholines,NA
x4163_985_5115_3_385,4163,Oligopeptides,C40H74N12O13S,[M + Na]+,C40H74N12O13S,Amino acids and Peptides,0.9835272431373596,Oligopeptides,0.9599234461784364,Cyclic peptides,0.9040992259979248,Cyclic depsipeptides,0.9157285094261168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symbiont,Cyclic peptides,NA
x33529_1020_79626_14_085,33529,Oligopeptides,C62H105N3O8,[M + H]+,C62H105N3O8,Polyketides,0.8763545751571655,Oligopeptides,0.9424455761909484,Unknown,0.7337206602096558,Unknown,0.6730982661247253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symbiont,Unknown,NA
x40602_1070_93142_16_503,40602,Unknown,C67H123NO8,[M + H]+,C67H123NO8,Unknown,0.5976085066795349,Unknown,0.5334353446960449,Unknown,0.5032875537872314,Unknown,0.801979660987854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symbiont,Unknown,NA
x15554_592_49361_7_499,15554,Unknown,C36H65NO5,[M + H]+,C36H65NO5,Unknown,0.7081244587898254,Unknown,0.48504674434661865,Open-chain polyketides,0.9112690687179564,N-acyl amines,0.9248305559158324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Open-chain polyketides,NA
x9432_748_50183_5_04,9432,Unknown,C42H69NO10,[M + H]+,C42H69NO10,Unknown,0.8356720209121704,Unknown,0.6517785787582397,Unknown,0.06398595124483109,Unknown,0.6584318280220032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x22921_834_58778_11_022,22921,Ceramide Phosphoinositols,C44H84NO11P,[M + H]+,C44H84NO11P,Fatty acids,0.9999173879623412,Glycerophospholipids,0.999955415725708,Glycerophosphoserines,0.8649819493293762,Unknown,0.6375596523284912,NA,NA,NA,NA,NA,0.851683,2.77903,Phosphoshingolipids,Ceramide Phosphoinositols,CerPI,834.5855,KARP,143348,Host,CerPI,IPC(38:2;O2) [M+H]+
x13780_761_58894_6_768,13780,Unknown,C53H76O3,[M + H]+,C53H76O3,Terpenoids,0.9999765157699584,Unknown,0.6182977557182312,Unknown,0.37654751539230347,Xanthophylls,0.9009498357772828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Unknown,NA
x41518_917_79351_17_226,41518,Glycerolipids,C59H106O5,[M + Na]+,C59H106O5,Fatty acids,0.9999899864196776,Glycerolipids,0.9996170997619628,Triacylglycerols,0.999925971031189,Triacylglycerols,0.9998754262924194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Triacylglycerols,NA
x28056_696_57809_12_742,28056,Glycerolipids,C41H77NO7,[M + H]+,C41H77NO7,Fatty acids,0.9999504089355468,Glycerolipids,0.997426688671112,Triacylglycerols,0.998636782169342,Triacylglycerols,0.9828353524208068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symbiont,Triacylglycerols,NA
x7915_834_51023_4_523,7915,Oligopeptides,C45H67N7O8,[M + H]+,C45H67N7O8,Amino acids and Peptides,0.9329145550727844,Oligopeptides,0.925913631916046,Cyclic peptides,0.902801513671875,Alpha amino acids and derivatives,0.997693121433258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,Cyclic peptides,NA
